name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
vinhphuc,2021-02-25,30.2,18.3,23,33.1,18.3,23.5,20.5,86.1,0,0,0,,,,,19.1,163.1,1006.6,49,18.2,246.4,21.1,9,,2021-02-25T06:20:21,2021-02-25T18:01:00,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-02-26,31.2,19.8,23.9,32.9,19.8,24.2,20.8,84.8,0.1,100,4.17,rain,,,,15.8,107.3,1006.4,71.1,15.7,249.1,21.6,9,,2021-02-26T06:19:38,2021-02-26T18:01:23,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-02-27,22.4,15.5,19.2,22.4,15.5,19.2,16.7,86,0.02,100,4.17,rain,,,,27,66.2,1010.5,83.8,12.5,171.4,14.8,6,,2021-02-27T06:18:54,2021-02-27T18:01:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-02-28,23.6,16.8,19.8,23.6,16.8,19.8,18.7,93.1,4.19,100,8.33,rain,,,,9.4,108.8,1011.5,94.8,11.3,99.9,8.7,3,,2021-02-28T06:18:10,2021-02-28T18:02:09,0.51,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-01,29.1,19.8,22.8,32,19.8,23.3,21.1,91.1,0.31,100,8.33,rain,,,,16.2,109.6,1012.9,57.4,8.2,239.2,20.6,8,,2021-03-01T06:17:24,2021-03-01T18:02:31,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-02,22.1,15,18.6,22.1,15,18.6,15,80.3,5.1,100,12.5,rain,,,,31.3,92.2,1017.4,59.1,15.7,230.4,19.9,9,,2021-03-02T06:16:39,2021-03-02T18:02:53,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-03,22.7,15.7,18.6,22.7,15.7,18.6,16.7,88.8,0.94,100,8.33,rain,,,,13,73.2,1017.5,69.6,13.6,156.3,13.5,6,,2021-03-03T06:15:52,2021-03-03T18:03:14,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-04,23.4,17.2,19.5,23.4,17.2,19.5,18.1,91.9,1.04,100,8.33,rain,,,,13,91.4,1015.4,68.9,15,126.4,10.9,5,,2021-03-04T06:15:05,2021-03-04T18:03:35,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-05,28.6,18.6,22,31.6,18.6,22.5,20.3,90.6,0.17,100,8.33,rain,,,,20.5,152,1012.1,57.3,14.7,241.6,21,8,,2021-03-05T06:14:18,2021-03-05T18:03:56,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-06,30.2,19.6,23.6,33.3,19.6,24.2,21.3,87.9,0.12,100,8.33,rain,,,,13.3,139.7,1012.8,36.1,9,256,22.2,9,,2021-03-06T06:13:30,2021-03-06T18:04:16,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-07,22.8,18.1,20.8,22.8,18.1,20.8,18.4,86.5,25.58,100,8.33,rain,,,,24.1,66.9,1016.1,57.2,15.1,165.5,14.2,6,,2021-03-07T06:12:41,2021-03-07T18:04:36,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-08,26.7,17.9,21.6,26.7,17.9,21.6,19.4,88.2,0.07,100,4.17,rain,,,,19.1,142.3,1016,50.4,17.6,218.9,18.7,8,,2021-03-08T06:11:52,2021-03-08T18:04:56,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-09,27.4,19.6,22.9,29.4,19.6,23.1,21,89.6,0.15,100,4.17,rain,,,,24.1,134.9,1015.6,41.7,16.1,218.8,18.9,8,,2021-03-09T06:11:03,2021-03-09T18:05:15,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-10,28,19.4,23.3,30.2,19.4,23.6,21.1,88.1,0.05,100,4.17,rain,,,,22.7,143.2,1015.4,82.5,14.9,250.2,21.8,9,,2021-03-10T06:10:13,2021-03-10T18:05:34,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-11,27.6,19.8,23.1,29.7,19.8,23.3,21.2,89.2,0,0,0,,,,,19.1,130.9,1016.3,52.4,11.5,224.2,19.3,8,,2021-03-11T06:09:23,2021-03-11T18:05:53,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-12,27.8,19.1,22.8,29.7,19.1,23.2,20.5,87.3,0,0,0,,,,,14.4,115.8,1017,54.8,13.9,233.7,20.2,8,,2021-03-12T06:08:33,2021-03-12T18:06:11,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-13,27,19.3,22.5,28.4,19.3,22.5,20.2,87.8,0.02,100,4.17,rain,,,,13.3,101.8,1016.5,41.7,13,221.9,19.3,8,,2021-03-13T06:07:42,2021-03-13T18:06:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-14,27.1,19.2,22.6,28.6,19.2,22.7,20.1,86.5,0,0,0,,,,,19.8,129.8,1013.9,30.4,18.2,216.5,18.9,8,,2021-03-14T06:06:51,2021-03-14T18:06:48,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-15,27.7,20,23.2,29.8,20,23.5,21.1,88.2,0,0,0,,,,,21.6,167,1011.1,52.2,13.9,218.7,18.9,8,,2021-03-15T06:05:59,2021-03-15T18:07:06,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-16,28.7,20.3,23.7,31.8,20.3,24.2,21.8,89.7,0.27,100,8.33,rain,,,,21.6,149.3,1010.6,58.6,13,236.6,20.6,8,,2021-03-16T06:05:08,2021-03-16T18:07:23,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-17,28.9,20.9,24.1,32.3,20.9,24.6,22.1,88.9,0,0,0,,,,,20.5,150.8,1010.4,70.4,13,226.4,19.7,8,,2021-03-17T06:04:16,2021-03-17T18:07:41,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-18,27.9,21.9,24.3,31,21.9,24.9,22.4,89.7,0,0,0,,,,,15.5,153.6,1010.3,82.1,17,145.8,12.7,6,,2021-03-18T06:03:24,2021-03-18T18:07:58,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-19,29.9,21.7,24.9,33.8,21.7,25.5,22.6,87.8,0,0,0,,,,,21.6,157.6,1009,68.3,17.9,237.7,20.4,8,,2021-03-19T06:02:32,2021-03-19T18:08:15,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-20,29.3,22.1,24.8,33.7,22.1,25.5,23,90.4,0.25,100,8.33,rain,,,,20.5,139.2,1008,79.7,14.2,201.7,17.3,8,,2021-03-20T06:01:39,2021-03-20T18:08:32,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-21,24.8,16,20.1,24.8,16,20.1,17.3,84.5,2.8,100,8.33,rain,,,,35.6,58.9,1013.7,83.5,14.1,125.6,10.8,5,,2021-03-21T06:00:47,2021-03-21T18:08:49,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-22,20.7,13.4,16.8,20.7,13.4,16.8,11,69.4,0.08,100,4.17,rain,,,,31.7,41.7,1022.9,66.6,18.8,219.5,19.2,8,,2021-03-22T05:59:54,2021-03-22T18:09:06,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-23,22.4,13.9,18.3,22.4,13.9,18.3,13.1,73.1,0,0,0,,,,,15.5,103.3,1020,39.8,18.8,227.1,19.6,8,,2021-03-23T05:59:02,2021-03-23T18:09:22,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-24,24.4,15.6,19.9,24.4,15.6,19.9,16.8,82.8,0,0,0,,,,,15.5,88.1,1015.5,47.9,18.2,202.7,17.3,7,,2021-03-24T05:58:09,2021-03-24T18:09:39,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-25,26.9,18.7,22,28.6,18.7,22,19.8,88.3,0.05,100,4.17,rain,,,,20.5,125.7,1013.4,59.2,15.9,216.9,18.8,8,,2021-03-25T05:57:17,2021-03-25T18:09:55,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-26,28.2,20.5,23.3,31.1,20.5,23.7,21.7,90.7,0.14,100,8.33,rain,,,,24.5,144.5,1011.2,72.3,10.2,203.5,17.6,8,,2021-03-26T05:56:24,2021-03-26T18:10:12,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-27,29,21.5,24.3,33,21.5,25,22.5,90.2,0.12,100,8.33,rain,,,,18.4,151.5,1008.9,69.7,12.1,190.6,16.3,7,,2021-03-27T05:55:31,2021-03-27T18:10:28,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-28,29,21.8,24.4,33.5,21.8,25.1,22.9,91.6,0.36,100,8.33,rain,,,,17.6,136.2,1007.9,68.2,10.2,185.3,16.1,6,,2021-03-28T05:54:39,2021-03-28T18:10:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-29,32,22.2,25.9,38.2,22.2,27.4,23.6,88.2,0.1,100,4.17,rain,,,,17.6,173.8,1004.4,76.1,13.7,169.1,14.7,6,,2021-03-29T05:53:46,2021-03-29T18:11:01,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-03-30,31.9,23.5,26.7,38.3,23.5,28.8,24,86.1,0,0,0,,,,,16.9,186.5,1001.8,84.2,14.2,149.5,12.9,4,,2021-03-30T05:52:54,2021-03-30T18:11:17,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-03-31,34.6,23.5,27.4,40.4,23.5,29.8,23.8,82.4,0,0,0,,,,,14.8,186.4,1001.3,72.6,15.2,232.6,20,8,,2021-03-31T05:52:02,2021-03-31T18:11:33,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-01,34.6,23,27.1,39.4,23,28.8,23.4,82.6,0,0,0,,,,,11.8,180.4,1003.1,41.1,13.6,224.2,19.4,8,,2021-04-01T05:51:10,2021-04-01T18:11:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-02,33.2,23.6,26.6,38.9,23.6,28,23.8,86,0.14,100,8.33,rain,,,,13,141.5,1005.8,40.7,15.2,235.4,20.4,8,,2021-04-02T05:50:18,2021-04-02T18:12:06,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-03,29.3,23.5,25.5,34.3,23.5,26.5,23.9,91.3,0.25,100,8.33,rain,,,,15.8,121,1009.1,72.9,15.2,140.1,12.2,6,,2021-04-03T05:49:26,2021-04-03T18:12:23,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-04,29.2,22.1,25,32.7,22.1,26,22.8,88.2,4.3,100,45.83,rain,,,,17.3,115.1,1011.9,66.9,14,190.2,16.4,6,,2021-04-04T05:48:35,2021-04-04T18:12:39,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-05,28.5,21.6,24,31.2,21.6,24.4,21.6,87.5,0,0,0,,,,,15.5,75.9,1014.7,80,18.5,209.3,18.2,7,,2021-04-05T05:47:44,2021-04-05T18:12:56,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-06,29.2,20.7,24.5,32.5,20.7,25.1,22.1,87.1,0,0,0,,,,,16.9,106.4,1014.7,52.3,18.8,271.8,23.5,9,,2021-04-06T05:46:53,2021-04-06T18:13:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-07,29.1,22.3,25,32,22.3,25.9,22.2,85.4,0.6,100,12.5,rain,,,,19.1,132.2,1013,48.8,16.7,243.2,20.9,7,,2021-04-07T05:46:03,2021-04-07T18:13:29,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-08,28.4,22.3,25,31.8,22.3,25.7,23,89.3,12.46,100,8.33,rain,,,,17.6,126.3,1010.9,49.9,13.3,189.6,16.2,8,,2021-04-08T05:45:12,2021-04-08T18:13:46,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-09,25.8,20.4,22.7,25.8,20.4,22.7,20.3,86.7,0.15,100,4.17,rain,,,,20.5,57.3,1013.4,58,16,189.9,16.3,6,,2021-04-09T05:44:22,2021-04-09T18:14:03,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-10,29.1,20.5,23.4,32.5,20.5,23.9,21.3,89,2.9,100,12.5,rain,,,,19.1,102.5,1015.4,56.5,10.8,257.1,22.3,9,,2021-04-10T05:43:33,2021-04-10T18:14:21,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-11,28.6,21.1,24.6,31.8,21.1,25.4,22.4,88.3,0.15,100,4.17,rain,,,,21.2,129.1,1015.1,70.6,13.8,237.9,20.5,8,,2021-04-11T05:42:44,2021-04-11T18:14:38,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-12,29.3,22.3,25.3,33.1,22.3,26.4,22.9,87.3,2,100,58.33,rain,,,,16.3,152.1,1013.3,65.8,13.3,209.4,18.3,8,,2021-04-12T05:41:55,2021-04-12T18:14:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-13,28.5,22.4,25.4,32,22.4,26.5,23.2,88.2,1.4,100,33.33,rain,,,,17.6,154,1012,65.3,15.5,201.9,17.4,6,,2021-04-13T05:41:07,2021-04-13T18:15:13,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-14,30.1,22.9,26.1,35.1,22.9,27.6,23.7,87.4,0,0,0,,,,,16.2,146.1,1009.9,69.3,15.5,213.9,18.4,7,,2021-04-14T05:40:19,2021-04-14T18:15:31,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-15,29.7,23.2,26.2,34.8,23.2,27.8,24.3,89.6,0,0,0,,,,,18,135.6,1008.7,75.4,18.2,170.1,14.7,6,,2021-04-15T05:39:32,2021-04-15T18:15:49,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-16,28.4,23.7,26.1,32.6,23.7,27.5,24.2,89.8,0.6,100,16.67,rain,,,,17.1,125.6,1010.2,86.5,18.5,132.2,11.5,4,,2021-04-16T05:38:45,2021-04-16T18:16:07,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-17,26.4,22.5,24.4,26.4,22.5,24.4,23.1,92.4,23.85,100,8.33,rain,,,,16.3,77.2,1013.4,87.5,12.8,108.5,9.2,4,,2021-04-17T05:37:59,2021-04-17T18:16:26,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-18,28.8,21.6,24.2,32.1,21.6,24.7,22.1,88.7,0.05,100,4.17,rain,,,,13.7,116.2,1012,85.3,13.8,214.9,18.4,8,,2021-04-18T05:37:14,2021-04-18T18:16:44,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-19,30.9,22.7,26.2,35.8,22.7,27.8,23.6,86.4,1.3,100,29.17,rain,,,,18,155.6,1008.1,43.2,15.2,267.4,23,9,,2021-04-19T05:36:28,2021-04-19T18:17:03,0.21,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-20,33.7,23.3,27.5,39.2,23.3,30,24.3,84.3,0,0,0,,,,,18.7,172.2,1007.2,31.6,14.2,302.2,26.2,10,,2021-04-20T05:35:44,2021-04-20T18:17:22,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-21,32.8,24.3,27.7,39.8,24.3,30.8,24.8,85.3,0.4,100,16.67,rain,,,,21.8,153.9,1008.2,32.2,18.8,286.8,24.8,9,,2021-04-21T05:35:00,2021-04-21T18:17:41,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-22,32.1,24.3,27.5,39.2,24.3,30.4,24.8,86.4,0,0,0,,,,,16.9,144.3,1007.6,47.7,18.8,257,22.3,9,,2021-04-22T05:34:17,2021-04-22T18:18:01,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-04-23,32.1,24.6,27.5,39.8,24.6,30.5,25.1,87.8,0.1,100,4.17,rain,,,,20.2,150.9,1005.5,64.1,16.4,247.5,21.4,8,,2021-04-23T05:33:35,2021-04-23T18:18:21,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-24,32.9,25,27.9,42,25,31.7,25.6,87.9,0.3,100,12.5,rain,,,,18,148.5,1005.5,81,18.2,197.1,17,8,,2021-04-24T05:32:53,2021-04-24T18:18:40,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-25,29.6,25.6,27,36.5,25.6,30,25.7,92.7,2.24,100,8.33,rain,,,,15.5,131.6,1007.4,87.5,15.4,97,8.5,4,,2021-04-25T05:32:12,2021-04-25T18:19:01,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-26,28.7,22.9,25.4,34.6,22.9,26.5,24.4,94.1,40.17,100,16.67,rain,,,,20.2,111,1009.2,90.8,7.9,91.2,8,3,,2021-04-26T05:31:31,2021-04-26T18:19:21,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-27,26.7,21.6,24,26.7,21.6,24,22.2,89.7,4.71,100,4.17,rain,,,,18.4,68.9,1012.2,92.4,14.3,141.7,12.3,5,,2021-04-27T05:30:52,2021-04-27T18:19:42,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-28,27.9,22.7,25,30.9,22.7,25.7,22.7,87.4,9,100,66.67,rain,,,,16.2,73.7,1013.4,75.8,17.7,205.1,17.6,7,,2021-04-28T05:30:13,2021-04-28T18:20:03,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-29,25.8,19,22.1,25.8,19,22.1,18.6,81.2,12.87,100,8.33,rain,,,,24.1,162.3,1014.5,90.1,12.7,132.6,11.4,5,,2021-04-29T05:29:35,2021-04-29T18:20:24,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-04-30,28.8,20.1,24,31,20.1,24.5,20.3,80.8,1.5,100,33.33,rain,,,,13,179.3,1011.8,75.9,17.9,219.5,19,7,,2021-04-30T05:28:57,2021-04-30T18:20:45,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-01,28.9,21.8,25.4,32.7,21.8,26.6,22.8,85.8,0.48,100,4.17,rain,,,,15.4,172.1,1011.1,75.7,17.9,178.3,15.2,6,,2021-05-01T05:28:21,2021-05-01T18:21:07,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-02,30.1,23.7,26.4,36.4,23.7,28.2,24.4,89.8,1.11,100,8.33,rain,,,,15.5,157.2,1009.7,82.3,14.8,134.7,11.6,5,,2021-05-02T05:27:45,2021-05-02T18:21:28,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-03,30.7,24.5,27.4,38.1,24.5,30.5,25.1,88.1,1.9,100,66.67,rain,,,,17.6,166.2,1007.7,66.3,18.8,175.7,15.2,7,,2021-05-03T05:27:10,2021-05-03T18:21:51,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-04,33.2,24.6,28,40.5,24.6,31.3,24.8,83.9,0.08,100,4.17,rain,,,,16.3,168.3,1007,53.8,17.9,209.1,18,7,,2021-05-04T05:26:37,2021-05-04T18:22:13,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-05,29.1,22.4,26.2,35.2,22.4,28.2,24.6,91.1,39.8,100,8.33,rain,,,,15.4,127.6,1010.4,77.4,15,128.1,11,4,,2021-05-05T05:26:03,2021-05-05T18:22:35,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-06,30.9,23.2,26.6,35.1,23.2,28.1,23.2,83.2,0.1,100,4.17,rain,,,,13.5,169.9,1012.5,65.1,16.9,188.9,16.3,6,,2021-05-06T05:25:31,2021-05-06T18:22:58,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-07,31.2,23.8,27.2,37.4,23.8,29.5,24.3,85.3,0.2,100,8.33,rain,,,,18,170.5,1011.3,64.2,18.5,235.7,20.2,8,,2021-05-07T05:25:00,2021-05-07T18:23:21,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-08,31.9,24,27.5,39.1,24,30.6,24.8,86.1,0,0,0,,,,,16.3,182.2,1008.6,68.1,18.8,203.7,17.5,7,,2021-05-08T05:24:30,2021-05-08T18:23:44,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48823099999,48840099999,remote"
vinhphuc,2021-05-09,32.6,24.9,28.3,39.9,24.9,32,25.1,84,0.4,100,16.67,rain,,,,13.5,177.5,1006.3,71.4,18.8,173.6,14.9,5,,2021-05-09T05:24:01,2021-05-09T18:24:07,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-10,34.8,24.7,29.2,43.2,24.7,34.1,25.4,81.3,0.7,100,29.17,rain,,,,17.6,183.6,1005.1,18.9,18.8,310,26.8,10,,2021-05-10T05:23:32,2021-05-10T18:24:31,1,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-11,35.7,25.6,29.9,44.2,25.6,35.9,25.9,80.5,1,100,12.5,rain,,,,14.8,180,1003.9,30.7,18.8,276.9,23.9,9,,2021-05-11T05:23:05,2021-05-11T18:24:54,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-12,34.3,26.1,29.6,43.5,26.1,35.8,26,82.4,9.31,100,4.17,rain,,,,13.7,176.8,1003.8,43,17.9,240.9,20.9,8,,2021-05-12T05:22:38,2021-05-12T18:25:18,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-13,33.1,25.5,29,43.3,25.5,34.6,26,84.8,5.5,100,66.67,rain,,,,19.1,185.1,1004.6,49.5,17.9,239.9,20.7,8,,2021-05-13T05:22:13,2021-05-13T18:25:42,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-14,32.3,25.3,28.5,40.9,25.3,33.4,25.9,86.7,1.1,100,4.17,rain,,,,19.4,171.9,1004.9,72,17.3,189.3,16.3,7,,2021-05-14T05:21:48,2021-05-14T18:26:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-15,33.8,26.4,29.3,44.3,26.4,35.8,26.6,85.9,0.5,100,20.83,rain,,,,20.5,162.5,1005.2,70.1,18.5,225.1,19.5,8,,2021-05-15T05:21:25,2021-05-15T18:26:30,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48823099999,48840099999,remote"
vinhphuc,2021-05-16,32.8,27,29.4,42.4,31.3,36.2,26.4,84.9,0.2,100,8.33,rain,,,,18,179.3,1005.4,75.6,18.8,144.1,12.6,5,,2021-05-16T05:21:03,2021-05-16T18:26:54,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48823099999,48840099999,remote"
